sample_id,feature_type,block_index,layer_fraction,is_primary_block,similarity_1e5_to_clean,similarity_render_to_clean,delta_render_over_1e5,different_scene_1e5_to_clean,different_scene_render_to_clean,scene_advantage_1e5,scene_advantage_render,delta_scene_advantage,similarity_1e5_to_render,different_scene_target_sample_id
2086,centered,6,2/4,1,0.483873,0.746262,0.262389,0.530285,0.625690,-0.046412,0.120572,0.166984,0.381627,1012
2086,raw,3,1/4,0,0.531232,0.744722,0.213491,0.557629,0.653964,-0.026397,0.090759,0.117156,0.379146,1012
2086,centered,3,1/4,0,0.631256,0.781431,0.150175,0.631424,0.708859,-0.000168,0.072571,0.072739,0.575968,1012
2090,raw,6,2/4,1,0.635652,0.852439,0.216787,0.649374,0.662625,-0.013722,0.189813,0.203535,0.499534,5826
2090,centered,6,2/4,1,0.677641,0.836385,0.158744,0.640126,0.681665,0.037515,0.154720,0.117205,0.559094,5826
2090,raw,3,1/4,0,0.720732,0.824538,0.103806,0.706928,0.684019,0.013804,0.140519,0.126715,0.584141,5826
2090,centered,3,1/4,0,0.710250,0.846241,0.135991,0.645455,0.746973,0.064795,0.099269,0.034473,0.604382,5826
2120,raw,6,2/4,1,0.708161,0.814993,0.106832,0.705167,0.587276,0.002994,0.227718,0.224724,0.552191,3916
2120,centered,6,2/4,1,0.731560,0.790991,0.059430,0.652402,0.621156,0.079159,0.169835,0.090676,0.592096,3916
2120,raw,3,1/4,0,0.742793,0.807858,0.065065,0.735254,0.642652,0.007539,0.165207,0.157668,0.593744,3916
2120,centered,3,1/4,0,0.730441,0.828315,0.097874,0.652277,0.720604,0.078164,0.107711,0.029547,0.621173,3916
2122,raw,6,2/4,1,0.651033,0.746471,0.095438,0.474189,0.752748,0.176844,-0.006277,-0.183121,0.443026,5688
2122,centered,6,2/4,1,0.679861,0.761459,0.081599,0.544009,0.733768,0.135852,0.027691,-0.108161,0.545886,5688
2122,raw,3,1/4,0,0.722772,0.751901,0.029128,0.610407,0.740986,0.112366,0.010914,-0.101451,0.538346,5688
2122,centered,3,1/4,0,0.706511,0.795248,0.088736,0.650518,0.765285,0.055993,0.029962,-0.026031,0.591939,5688
2130,raw,6,2/4,1,0.391578,0.850348,0.458769,0.405949,0.701340,-0.014370,0.149007,0.163378,0.263386,5311
2130,centered,6,2/4,1,0.518997,0.831163,0.312165,0.504561,0.703656,0.014436,0.127507,0.113071,0.450908,5311
2130,raw,3,1/4,0,0.562800,0.822142,0.259342,0.559400,0.723709,0.003400,0.098433,0.095033,0.455955,5311
2130,centered,3,1/4,0,0.655239,0.840574,0.185335,0.620658,0.772287,0.034582,0.068287,0.033706,0.583596,5311
2136,raw,6,2/4,1,0.606037,0.866276,0.260239,0.635480,0.647736,-0.029443,0.218540,0.247983,0.511346,4267
2136,centered,6,2/4,1,0.663761,0.832085,0.168324,0.620038,0.661548,0.043723,0.170536,0.126813,0.571492,4267
2136,raw,3,1/4,0,0.668487,0.843547,0.175060,0.684497,0.652768,-0.016010,0.190779,0.206790,0.569103,4267
2136,centered,3,1/4,0,0.688928,0.852931,0.164003,0.623568,0.713253,0.065360,0.139678,0.074318,0.591545,4267
2139,raw,6,2/4,1,0.462488,0.793685,0.331197,0.344672,0.742388,0.117816,0.051297,-0.066519,0.314784,5510
2139,centered,6,2/4,1,0.568228,0.787629,0.219401,0.464001,0.709818,0.104227,0.077812,-0.026415,0.475847,5510
2139,raw,3,1/4,0,0.589745,0.776673,0.186928,0.502321,0.754164,0.087424,0.022509,-0.064915,0.476500,5510
2139,centered,3,1/4,0,0.659867,0.810382,0.150516,0.599441,0.772738,0.060426,0.037644,-0.022782,0.588030,5510
2179,raw,6,2/4,1,0.411009,0.680271,0.269262,0.272252,0.706277,0.138757,-0.026006,-0.164764,0.173240,2244
2179,centered,6,2/4,1,0.536164,0.701056,0.164892,0.431366,0.697280,0.104798,0.003776,-0.101022,0.407007,2244
2179,raw,3,1/4,0,0.569025,0.692849,0.123824,0.487546,0.707776,0.081479,-0.014928,-0.096406,0.406484,2244
2179,centered,3,1/4,0,0.635618,0.748085,0.112467,0.589901,0.752882,0.045718,-0.004797,-0.050514,0.562119,2244
2223,raw,6,2/4,1,0.641091,0.837714,0.196623,0.615618,0.769865,0.025473,0.067849,0.042375,0.489663,0731
2223,centered,6,2/4,1,0.685197,0.815880,0.130683,0.653818,0.763792,0.031379,0.052088,0.020710,0.543426,0731
2223,raw,3,1/4,0,0.700991,0.820444,0.119453,0.679699,0.792652,0.021291,0.027791,0.006500,0.568141,0731
2223,centered,3,1/4,0,0.693429,0.843274,0.149845,0.670940,0.819783,0.022490,0.023492,0.001002,0.593494,0731
2224,raw,6,2/4,1,0.423432,0.707450,0.284019,0.246081,0.684050,0.177350,0.023401,-0.153950,0.164364,3128
2224,centered,6,2/4,1,0.554395,0.717434,0.163039,0.404458,0.664020,0.149937,0.053414,-0.096524,0.411137,3128
2224,raw,3,1/4,0,0.573706,0.716304,0.142597,0.450538,0.670023,0.123168,0.046280,-0.076888,0.386017,3128
2224,centered,3,1/4,0,0.648540,0.773813,0.125274,0.570694,0.699956,0.077846,0.073857,-0.003988,0.569880,3128
2244,raw,6,2/4,1,0.384709,0.807126,0.422417,0.430560,0.684869,-0.045851,0.122257,0.168108,0.240852,4262
2244,centered,6,2/4,1,0.513171,0.803528,0.290357,0.540495,0.698625,-0.027324,0.104903,0.132227,0.443542,4262
2244,raw,3,1/4,0,0.567417,0.779848,0.212431,0.582740,0.682552,-0.015323,0.097295,0.112619,0.440207,4262
2244,centered,3,1/4,0,0.641388,0.814831,0.173444,0.621108,0.735058,0.020280,0.079773,0.059493,0.568366,4262
2281,raw,6,2/4,1,0.413044,0.806780,0.393736,0.379022,0.755726,0.034021,0.051053,0.017032,0.272035,0979
2281,centered,6,2/4,1,0.532552,0.797555,0.265003,0.505576,0.738548,0.026975,0.059007,0.032031,0.441574,0979
2281,raw,3,1/4,0,0.581237,0.795472,0.214235,0.558732,0.741258,0.022505,0.054213,0.031708,0.464149,0979
2281,centered,3,1/4,0,0.647747,0.823058,0.175311,0.634024,0.774161,0.013723,0.048897,0.035174,0.568621,0979
2348,raw,6,2/4,1,0.364908,0.735208,0.370299,0.297988,0.784281,0.066920,-0.049073,-0.115993,0.155765,0072
2348,centered,6,2/4,1,0.503930,0.734529,0.230599,0.450781,0.779227,0.053149,-0.044697,-0.097846,0.377337,0072
2348,raw,3,1/4,0,0.566098,0.747094,0.180996,0.493499,0.774398,0.072599,-0.027305,-0.099904,0.402011,0072
2348,centered,3,1/4,0,0.635353,0.798148,0.162795,0.599901,0.808780,0.035452,-0.010632,-0.046084,0.563006,0072
2350,raw,6,2/4,1,0.731392,0.769986,0.038594,0.648041,0.737888,0.083351,0.032098,-0.051253,0.529783,1650
2350,centered,6,2/4,1,0.742933,0.760253,0.017319,0.645228,0.734290,0.097706,0.025962,-0.071743,0.571255,1650
2350,raw,3,1/4,0,0.754441,0.754781,0.000340,0.705327,0.731779,0.049115,0.023002,-0.026112,0.593175,1650
2350,centered,3,1/4,0,0.717575,0.783480,0.065906,0.661614,0.772912,0.055961,0.010568,-0.045392,0.606844,1650
2392,raw,6,2/4,1,0.770727,0.858859,0.088132,0.665812,0.666531,0.104915,0.192328,0.087414,0.629821,6516
2392,centered,6,2/4,1,0.769829,0.829730,0.059901,0.612531,0.668023,0.157297,0.161707,0.004410,0.619499,6516
2392,raw,3,1/4,0,0.781688,0.830353,0.048666,0.688233,0.684356,0.093455,0.145997,0.052542,0.647672,6516
2392,centered,3,1/4,0,0.736695,0.842839,0.106144,0.604749,0.732198,0.131947,0.110641,-0.021306,0.617017,6516
2398,raw,6,2/4,1,0.510117,0.872238,0.362122,0.533934,0.727269,-0.023817,0.144969,0.168786,0.427796,5249
2398,centered,6,2/4,1,0.596939,0.846221,0.249282,0.575520,0.720373,0.021419,0.125848,0.104428,0.520452,5249
2398,raw,3,1/4,0,0.641852,0.860608,0.218756,0.610870,0.725938,0.030982,0.134671,0.103688,0.552209,5249
2398,centered,3,1/4,0,0.694071,0.870556,0.176485,0.619907,0.758708,0.074164,0.111847,0.037683,0.597617,5249
2412,raw,6,2/4,1,0.413974,0.672626,0.258652,0.360785,0.663318,0.053189,0.009308,-0.043881,0.172859,5831
2412,centered,6,2/4,1,0.550808,0.689196,0.138388,0.511575,0.660952,0.039233,0.028244,-0.010989,0.414253,5831
2412,raw,3,1/4,0,0.595028,0.701433,0.106405,0.550790,0.677934,0.044237,0.023498,-0.020739,0.399036,5831
2412,centered,3,1/4,0,0.663904,0.758440,0.094535,0.625629,0.722911,0.038275,0.035529,-0.002746,0.563836,5831
2442,raw,6,2/4,1,0.445727,0.720654,0.274927,0.271306,0.809049,0.174420,-0.088395,-0.262816,0.203779,1534
2442,centered,6,2/4,1,0.563411,0.743829,0.180418,0.430922,0.792597,0.132489,-0.048768,-0.181257,0.424464,1534
2442,raw,3,1/4,0,0.619492,0.738852,0.119360,0.494977,0.791743,0.124515,-0.052891,-0.177406,0.437475,1534
2442,centered,3,1/4,0,0.679870,0.797421,0.117552,0.617205,0.821074,0.062664,-0.023652,-0.086317,0.592255,1534
2448,raw,6,2/4,1,0.785723,0.764794,-0.020929,0.656764,0.830074,0.128959,-0.065280,-0.194238,0.604533,4697
2448,centered,6,2/4,1,0.748046,0.763869,0.015823,0.676690,0.803589,0.071356,-0.039720,-0.111076,0.604146,4697
2448,raw,3,1/4,0,0.806243,0.766024,-0.040219,0.719990,0.819587,0.086253,-0.053563,-0.139816,0.651221,4697
2448,centered,3,1/4,0,0.710518,0.812115,0.101598,0.690070,0.837593,0.020448,-0.025478,-0.045926,0.617822,4697
2503,raw,6,2/4,1,0.544492,0.851266,0.306773,0.555264,0.641114,-0.010772,0.210152,0.220924,0.414847,1918
2503,centered,6,2/4,1,0.610829,0.836164,0.225335,0.578481,0.656849,0.032348,0.179316,0.146968,0.515371,1918
2503,raw,3,1/4,0,0.638866,0.834375,0.195509,0.636316,0.673717,0.002550,0.160658,0.158108,0.540864,1918
2503,centered,3,1/4,0,0.678660,0.854423,0.175762,0.624235,0.730399,0.054425,0.124024,0.069599,0.605166,1918
2513,raw,6,2/4,1,0.711909,0.779463,0.067555,0.649749,0.703376,0.062159,0.076088,0.013928,0.539894,3712
2513,centered,6,2/4,1,0.714301,0.773497,0.059195,0.673679,0.680806,0.040622,0.092690,0.052069,0.560304,3712
2513,raw,3,1/4,0,0.754521,0.790635,0.036114,0.706545,0.734542,0.047976,0.056093,0.008117,0.621653,3712
2513,centered,3,1/4,0,0.700856,0.824839,0.123983,0.669081,0.765712,0.031775,0.059127,0.027352,0.595469,3712
2540,raw,6,2/4,1,0.614049,0.650371,0.036322,0.463728,0.666729,0.150321,-0.016358,-0.166679,0.337566,1460
2540,centered,6,2/4,1,0.663015,0.680617,0.017601,0.547373,0.674455,0.115642,0.006161,-0.109481,0.512517,1460
2540,raw,3,1/4,0,0.695207,0.672443,-0.022763,0.557790,0.656989,0.137416,0.015454,-0.121962,0.482853,1460
2540,centered,3,1/4,0,0.677388,0.738383,0.060995,0.598489,0.700444,0.078899,0.037938,-0.040961,0.592646,1460
2547,raw,6,2/4,1,0.312910,0.685558,0.372648,0.241037,0.716283,0.071873,-0.030725,-0.102598,0.153750,5553
2547,centered,6,2/4,1,0.460146,0.700095,0.239949,0.419404,0.685598,0.040742,0.014497,-0.026245,0.398766,5553
2547,raw,3,1/4,0,0.497376,0.686794,0.189418,0.433762,0.688891,0.063614,-0.002097,-0.065711,0.342247,5553
2547,centered,3,1/4,0,0.601315,0.750799,0.149484,0.573533,0.723553,0.027782,0.027246,-0.000536,0.539109,5553
2583,raw,6,2/4,1,0.676539,0.837158,0.160618,0.604976,0.640914,0.071564,0.196243,0.124679,0.504222,2547
2583,centered,6,2/4,1,0.704174,0.823191,0.119017,0.596496,0.643576,0.107678,0.179615,0.071937,0.558055,2547
2583,raw,3,1/4,0,0.732530,0.806639,0.074109,0.682095,0.644947,0.050435,0.161692,0.111257,0.577317,2547
2583,centered,3,1/4,0,0.716269,0.836678,0.120409,0.639740,0.710462,0.076529,0.126216,0.049687,0.607620,2547
2589,raw,6,2/4,1,0.667408,0.793506,0.126098,0.527124,0.564324,0.140284,0.229182,0.088898,0.505368,3947
2589,centered,6,2/4,1,0.689016,0.775152,0.086136,0.506943,0.564795,0.182073,0.210357,0.028284,0.521107,3947
2589,raw,3,1/4,0,0.707018,0.795774,0.088756,0.598301,0.605675,0.108718,0.190099,0.081382,0.573850,3947
2589,centered,3,1/4,0,0.686868,0.820116,0.133248,0.541195,0.668032,0.145673,0.152084,0.006411,0.571163,3947
2602,raw,6,2/4,1,0.670821,0.852783,0.181961,0.610016,0.788821,0.060805,0.063962,0.003156,0.540288,0075
2602,centered,6,2/4,1,0.706876,0.837119,0.130243,0.636400,0.778480,0.070476,0.058639,-0.011837,0.583685,0075
2602,raw,3,1/4,0,0.742157,0.831614,0.089457,0.673964,0.778739,0.068193,0.052876,-0.015317,0.613744,0075
2602,centered,3,1/4,0,0.731728,0.852103,0.120374,0.667351,0.806939,0.064377,0.045164,-0.019213,0.609047,0075
2666,raw,6,2/4,1,0.303141,0.780454,0.477313,0.184709,0.764041,0.118432,0.016413,-0.102019,0.127541,0777
2666,centered,6,2/4,1,0.466482,0.770391,0.303909,0.363655,0.723467,0.102826,0.046924,-0.055902,0.387622,0777
2666,raw,3,1/4,0,0.512647,0.755630,0.242983,0.439332,0.742811,0.073315,0.012819,-0.060496,0.376786,0777
2666,centered,3,1/4,0,0.632790,0.787031,0.154240,0.600497,0.757314,0.032293,0.029717,-0.002577,0.565731,0777
2680,raw,6,2/4,1,0.275837,0.833220,0.557383,0.282469,0.727671,-0.006632,0.105549,0.112181,0.184557,5768
2680,centered,6,2/4,1,0.451811,0.818108,0.366297,0.434626,0.744921,0.017185,0.073188,0.056003,0.447109,5768
2680,raw,3,1/4,0,0.492476,0.785612,0.293136,0.494887,0.707765,-0.002412,0.077847,0.080258,0.383030,5768
2680,centered,3,1/4,0,0.635381,0.805390,0.170009,0.600381,0.752066,0.035000,0.053325,0.018324,0.561271,5768
2708,raw,6,2/4,1,0.640072,0.715204,0.075132,0.559889,0.744843,0.080183,-0.029638,-0.109822,0.451373,6646
2708,centered,6,2/4,1,0.646493,0.742872,0.096379,0.599395,0.746233,0.047099,-0.003361,-0.050460,0.517561,6646
2708,raw,3,1/4,0,0.691914,0.746354,0.054439,0.627681,0.761687,0.064234,-0.015333,-0.079567,0.547246,6646
2708,centered,3,1/4,0,0.643631,0.800239,0.156608,0.617156,0.793955,0.026475,0.006284,-0.020191,0.541005,6646
2719,raw,6,2/4,1,0.332947,0.812216,0.479269,0.424850,0.663871,-0.091903,0.148345,0.240248,0.181493,1117
2719,centered,6,2/4,1,0.479666,0.809727,0.330061,0.526584,0.695745,-0.046918,0.113982,0.160900,0.417044,1117
2719,raw,3,1/4,0,0.531301,0.801378,0.270077,0.587424,0.676779,-0.056123,0.124599,0.180722,0.420725,1117
2719,centered,3,1/4,0,0.644220,0.825555,0.181334,0.631976,0.740370,0.012244,0.085184,0.072940,0.588868,1117
2734,raw,6,2/4,1,0.493182,0.814322,0.321139,0.433993,0.705276,0.059189,0.109046,0.049857,0.363322,2680
2734,centered,6,2/4,1,0.574946,0.795030,0.220084,0.520683,0.681078,0.054262,0.113952,0.059689,0.477375,2680
2734,raw,3,1/4,0,0.608268,0.826454,0.218185,0.544446,0.721075,0.063822,0.105378,0.041556,0.502944,2680
2734,centered,3,1/4,0,0.665232,0.848031,0.182799,0.605914,0.752715,0.059317,0.095315,0.035998,0.577116,2680
2741,raw,6,2/4,1,0.489744,0.748330,0.258586,0.342997,0.766312,0.146747,-0.017982,-0.164729,0.274507,1575
2741,centered,6,2/4,1,0.596599,0.741027,0.144428,0.473629,0.738563,0.122970,0.002464,-0.120506,0.443065,1575
2741,raw,3,1/4,0,0.623323,0.764292,0.140969,0.532943,0.751415,0.090381,0.012877,-0.077504,0.451473,1575
2741,centered,3,1/4,0,0.679796,0.798088,0.118293,0.615716,0.780224,0.064080,0.017865,-0.046215,0.572399,1575
2767,raw,6,2/4,1,0.646379,0.800423,0.154044,0.658753,0.705938,-0.012373,0.094485,0.106858,0.482694,6227
2767,centered,6,2/4,1,0.672591,0.790721,0.118129,0.662649,0.715617,0.009942,0.075103,0.065161,0.551709,6227
2767,raw,3,1/4,0,0.726981,0.780132,0.053151,0.743008,0.715918,-0.016027,0.064214,0.080241,0.593210,6227
2767,centered,3,1/4,0,0.703460,0.813665,0.110205,0.683859,0.772561,0.019601,0.041104,0.021504,0.608390,6227
2819,raw,6,2/4,1,0.277647,0.823886,0.546239,0.269558,0.702770,0.008089,0.121116,0.113027,0.183106,0726
2819,centered,6,2/4,1,0.440736,0.822011,0.381275,0.425551,0.689905,0.015185,0.132106,0.116921,0.409925,0726
2819,raw,3,1/4,0,0.473494,0.823989,0.350496,0.442954,0.697800,0.030540,0.126190,0.095650,0.395026,0726
2819,centered,3,1/4,0,0.603419,0.846779,0.243360,0.559043,0.735827,0.044376,0.110952,0.066575,0.549067,0726
2868,raw,6,2/4,1,0.699288,0.831159,0.131871,0.630824,0.681616,0.068464,0.149542,0.081078,0.552531,0247
2868,centered,6,2/4,1,0.715276,0.818937,0.103661,0.605027,0.700152,0.110249,0.118785,0.008536,0.581058,0247
2868,raw,3,1/4,0,0.738545,0.834096,0.095551,0.695430,0.691661,0.043115,0.142435,0.099319,0.610965,0247
2868,centered,3,1/4,0,0.719141,0.854017,0.134876,0.627663,0.758997,0.091478,0.095020,0.003543,0.607678,0247
2873,raw,6,2/4,1,0.282967,0.839421,0.556454,0.327801,0.710457,-0.044835,0.128963,0.173798,0.185805,0864
2873,centered,6,2/4,1,0.442411,0.820422,0.378011,0.470211,0.706596,-0.027800,0.113826,0.141626,0.412540,0864
2873,raw,3,1/4,0,0.501189,0.844841,0.343652,0.513815,0.705622,-0.012626,0.139219,0.151845,0.429070,0864
2873,centered,3,1/4,0,0.620305,0.861485,0.241180,0.605860,0.752700,0.014445,0.108784,0.094340,0.570585,0864
2886,raw,6,2/4,1,0.560877,0.695340,0.134464,0.418048,0.820290,0.142829,-0.124950,-0.267778,0.343034,5938
2886,centered,6,2/4,1,0.605549,0.713512,0.107963,0.528370,0.786682,0.077179,-0.073170,-0.150349,0.473570,5938
2886,raw,3,1/4,0,0.654695,0.718542,0.063846,0.574171,0.807147,0.080524,-0.088605,-0.169129,0.494504,5938
2886,centered,3,1/4,0,0.635008,0.769592,0.134584,0.619892,0.822824,0.015116,-0.053232,-0.068348,0.544221,5938
2906,raw,6,2/4,1,0.515272,0.806948,0.291675,0.528603,0.743560,-0.013331,0.063387,0.076718,0.357098,2348
2906,centered,6,2/4,1,0.600233,0.798375,0.198142,0.599377,0.742549,0.000856,0.055827,0.054970,0.492257,2348
2906,raw,3,1/4,0,0.617921,0.809723,0.191802,0.643278,0.746814,-0.025357,0.062909,0.088266,0.497071,2348
2906,centered,3,1/4,0,0.671664,0.835674,0.164010,0.665943,0.791394,0.005721,0.044280,0.038559,0.598907,2348
2952,raw,6,2/4,1,0.664045,0.780391,0.116346,0.647546,0.776004,0.016499,0.004387,-0.012112,0.479676,2906
2952,centered,6,2/4,1,0.690848,0.776889,0.086041,0.677827,0.771226,0.013021,0.005663,-0.007359,0.532207,2906
2952,raw,3,1/4,0,0.721519,0.782375,0.060856,0.697546,0.788167,0.023973,-0.005792,-0.029765,0.572822,2906
2952,centered,3,1/4,0,0.709126,0.819621,0.110495,0.694141,0.822611,0.014985,-0.002990,-0.017975,0.604916,2906
2956,raw,6,2/4,1,0.484880,0.847635,0.362755,0.468569,0.775573,0.016311,0.072062,0.055751,0.346253,4466
2956,centered,6,2/4,1,0.578783,0.833948,0.255165,0.553767,0.774213,0.025016,0.059735,0.034719,0.476670,4466
2956,raw,3,1/4,0,0.606429,0.840526,0.234097,0.600485,0.789746,0.005944,0.050781,0.044837,0.497909,4466
2956,centered,3,1/4,0,0.674226,0.857465,0.183239,0.658771,0.816108,0.015455,0.041357,0.025901,0.596560,4466
2975,raw,6,2/4,1,0.550486,0.832936,0.282449,0.530761,0.703590,0.019725,0.129346,0.109620,0.409093,6144
2975,centered,6,2/4,1,0.628779,0.808004,0.179225,0.585282,0.696740,0.043497,0.111264,0.067767,0.508931,6144
2975,raw,3,1/4,0,0.647593,0.834274,0.186681,0.611789,0.718229,0.035804,0.116046,0.080241,0.534086,6144
2975,centered,3,1/4,0,0.674092,0.854144,0.180052,0.619612,0.760095,0.054480,0.094049,0.039569,0.589201,6144
3009,raw,6,2/4,1,0.335829,0.732545,0.396716,0.222101,0.750813,0.113728,-0.018268,-0.131996,0.136148,6306
3009,centered,6,2/4,1,0.488175,0.755427,0.267251,0.399707,0.745346,0.088468,0.010080,-0.078388,0.390239,6306
3009,raw,3,1/4,0,0.532085,0.745821,0.213737,0.439954,0.768944,0.092131,-0.023123,-0.115254,0.368828,6306
3009,centered,3,1/4,0,0.621345,0.804600,0.183254,0.590526,0.798057,0.030819,0.006543,-0.024277,0.550204,6306
3017,raw,6,2/4,1,0.797012,0.830781,0.033769,0.700840,0.713898,0.096172,0.116882,0.020711,0.634884,3702
3017,centered,6,2/4,1,0.778394,0.809636,0.031243,0.664290,0.721060,0.114104,0.088577,-0.025527,0.618838,3702
3017,raw,3,1/4,0,0.824960,0.807496,-0.017464,0.757109,0.740221,0.067851,0.067275,-0.000577,0.673977,3702
3017,centered,3,1/4,0,0.749074,0.828786,0.079712,0.674066,0.784638,0.075008,0.044148,-0.030860,0.619593,3702
3026,raw,6,2/4,1,0.375325,0.782272,0.406946,0.312006,0.738886,0.063319,0.043385,-0.019934,0.188307,3397
3026,centered,6,2/4,1,0.511683,0.783906,0.272222,0.454871,0.737932,0.056812,0.045973,-0.010839,0.400467,3397
3026,raw,3,1/4,0,0.539952,0.771350,0.231398,0.518211,0.747208,0.021741,0.024142,0.002401,0.419474,3397
3026,centered,3,1/4,0,0.626596,0.810328,0.183732,0.615162,0.790276,0.011434,0.020052,0.008618,0.571377,3397
3116,raw,6,2/4,1,0.472915,0.768384,0.295469,0.409844,0.648712,0.063071,0.119671,0.056600,0.283534,0214
3116,centered,6,2/4,1,0.567105,0.756577,0.189473,0.486565,0.663302,0.080540,0.093275,0.012735,0.456427,0214
3116,raw,3,1/4,0,0.596451,0.735752,0.139301,0.558190,0.662113,0.038261,0.073639,0.035378,0.429540,0214
3116,centered,3,1/4,0,0.661868,0.769357,0.107489,0.599920,0.718027,0.061949,0.051330,-0.010618,0.572240,0214
3128,raw,6,2/4,1,0.609474,0.837853,0.228379,0.517693,0.685808,0.091781,0.152046,0.060265,0.483676,3116
3128,centered,6,2/4,1,0.656207,0.823158,0.166952,0.558681,0.655928,0.097526,0.167230,0.069704,0.545658,3116
3128,raw,3,1/4,0,0.700170,0.827592,0.127422,0.604752,0.689938,0.095418,0.137654,0.042236,0.591308,3116
3128,centered,3,1/4,0,0.700100,0.847602,0.147502,0.605604,0.723682,0.094496,0.123920,0.029424,0.600890,3116
3135,raw,6,2/4,1,0.772586,0.804351,0.031765,0.632318,0.710256,0.140268,0.094095,-0.046173,0.617666,2281
3135,centered,6,2/4,1,0.755379,0.797241,0.041862,0.625855,0.694751,0.129525,0.102490,-0.027035,0.610697,2281
3135,raw,3,1/4,0,0.809316,0.801916,-0.007399,0.698907,0.737686,0.110409,0.064231,-0.046178,0.679157,2281
3135,centered,3,1/4,0,0.728254,0.835640,0.107385,0.641639,0.771154,0.086615,0.064486,-0.022129,0.622313,2281
3139,raw,6,2/4,1,0.356027,0.777347,0.421320,0.346026,0.681872,0.010002,0.095475,0.085473,0.179963,6502
3139,centered,6,2/4,1,0.485697,0.792591,0.306894,0.497681,0.675974,-0.011984,0.116617,0.128601,0.399521,6502
3139,raw,3,1/4,0,0.559037,0.782564,0.223526,0.527407,0.727210,0.031630,0.055354,0.023724,0.422483,6502
3139,centered,3,1/4,0,0.622831,0.829027,0.206196,0.608225,0.764805,0.014606,0.064222,0.049616,0.552509,6502
3151,raw,6,2/4,1,0.309103,0.846318,0.537215,0.298381,0.809561,0.010722,0.036757,0.026035,0.174009,5555
3151,centered,6,2/4,1,0.461154,0.840801,0.379648,0.456632,0.798074,0.004521,0.042727,0.038206,0.395969,5555
3151,raw,3,1/4,0,0.525952,0.830061,0.304109,0.510382,0.809977,0.015570,0.020083,0.004514,0.408004,5555
3151,centered,3,1/4,0,0.627014,0.857827,0.230813,0.614282,0.836052,0.012732,0.021775,0.009043,0.566900,5555
3187,raw,6,2/4,1,0.511260,0.717512,0.206252,0.295177,0.697803,0.216083,0.019709,-0.196374,0.264676,5473
3187,centered,6,2/4,1,0.613209,0.719471,0.106262,0.434051,0.678163,0.179158,0.041308,-0.137851,0.467436,5473
3187,raw,3,1/4,0,0.618890,0.733310,0.114420,0.487437,0.688822,0.131454,0.044488,-0.086966,0.445021,5473
3187,centered,3,1/4,0,0.656495,0.780753,0.124258,0.572854,0.724608,0.083641,0.056145,-0.027496,0.591799,5473
3221,raw,6,2/4,1,0.459411,0.747992,0.288581,0.314663,0.696254,0.144748,0.051738,-0.093010,0.202250,6626
3221,centered,6,2/4,1,0.593767,0.753880,0.160113,0.458379,0.690271,0.135388,0.063609,-0.071779,0.448577,6626
3221,raw,3,1/4,0,0.585630,0.743655,0.158026,0.513807,0.685863,0.071823,0.057793,-0.014030,0.391551,6626
3221,centered,3,1/4,0,0.664730,0.786994,0.122265,0.616034,0.727627,0.048696,0.059367,0.010671,0.578120,6626
3240,raw,6,2/4,1,0.649974,0.776326,0.126352,0.646389,0.573634,0.003585,0.202692,0.199107,0.454816,1732
3240,centered,6,2/4,1,0.697928,0.758489,0.060561,0.632196,0.605668,0.065732,0.152822,0.087089,0.518008,1732
3240,raw,3,1/4,0,0.704058,0.784387,0.080329,0.687693,0.619155,0.016365,0.165233,0.148868,0.532328,1732
3240,centered,3,1/4,0,0.711365,0.811399,0.100034,0.633039,0.696126,0.078327,0.115273,0.036947,0.576134,1732
3247,raw,6,2/4,1,0.574470,0.772092,0.197623,0.472480,0.665312,0.101990,0.106780,0.004791,0.374733,1365
3247,centered,6,2/4,1,0.642784,0.778870,0.136086,0.532381,0.684338,0.110403,0.094532,-0.015871,0.522602,1365
3247,raw,3,1/4,0,0.679480,0.753920,0.074441,0.583014,0.676341,0.096466,0.077579,-0.018887,0.489277,1365
3247,centered,3,1/4,0,0.690709,0.800904,0.110195,0.603857,0.731865,0.086852,0.069038,-0.017813,0.600105,1365
3258,raw,6,2/4,1,0.335558,0.709635,0.374077,0.190866,0.769962,0.144692,-0.060327,-0.205019,0.109240,3831
3258,centered,6,2/4,1,0.482670,0.738410,0.255741,0.382183,0.753536,0.100487,-0.015125,-0.115612,0.382296,3831
3258,raw,3,1/4,0,0.555933,0.713487,0.157554,0.455359,0.767951,0.100574,-0.054465,-0.155038,0.399514,3831
3258,centered,3,1/4,0,0.625952,0.777551,0.151600,0.596867,0.795564,0.029085,-0.018013,-0.047098,0.564978,3831
3329,raw,6,2/4,1,0.590641,0.719849,0.129208,0.581660,0.498887,0.008981,0.220962,0.211982,0.354846,5465
3329,centered,6,2/4,1,0.641673,0.740561,0.098888,0.584764,0.572059,0.056909,0.168502,0.111593,0.494151,5465
3329,raw,3,1/4,0,0.677800,0.737429,0.059629,0.654465,0.577461,0.023335,0.159968,0.136633,0.511694,5465
3329,centered,3,1/4,0,0.683231,0.789451,0.106220,0.598627,0.679568,0.084604,0.109882,0.025278,0.581273,5465
3352,raw,6,2/4,1,0.646677,0.833555,0.186878,0.575906,0.744239,0.070771,0.089315,0.018545,0.570170,0282
